dwc:catalogNumber,dwc:genus,species,Day,Month,Year,Day of the year
1238762,taxithelium,taxithelium planum,9,12,1986,343
1238769,taxithelium,taxithelium planum,1,7,1979,182
700035,taxithelium,taxithelium planum,2,12,1899,336
700074,taxithelium,taxithelium planum,1,3,1915,60
700030,taxithelium,taxithelium planum,3,3,1914,62
699862,taxithelium,taxithelium planum,10,3,1903,69
700168,taxithelium,taxithelium planum,4,2,1996,35
706157,taxithelium,taxithelium planum,10,3,1921,69
706164,taxithelium,taxithelium planum,10,12,1947,344
706246,taxithelium,taxithelium planum,2,3,1990,61
544075,taxithelium,taxithelium planum,4,10,1910,277
700090,taxithelium,taxithelium planum,5,3,1981,64
707163,taxithelium,taxithelium planum,11,3,1957,70
1238779,taxithelium,taxithelium planum,7,9,1979,250
700003,taxithelium,taxithelium planum,2,3,1913,61
99930,taxithelium,taxithelium planum,1,12,1977,335
699783,taxithelium,taxithelium planum,10,2,1909,41
544092,taxithelium,taxithelium planum,7,3,1957,66
699856,taxithelium,taxithelium planum,10,12,1968,345
699884,taxithelium,taxithelium planum,10,12,1947,344
699988,taxithelium,taxithelium planum,10,4,1981,100
700137,taxithelium,taxithelium planum,4,2,1941,35
700141,taxithelium,taxithelium planum,10,8,1900,223
2342197,taxithelium,taxithelium planum,12,5,1955,132
576730,taxithelium,taxithelium planum,11,8,1997,223
108448,taxithelium,taxithelium planum,10,8,1979,222
118765,taxithelium,taxithelium planum,2,5,1983,122
yu.234235,taxithelium,taxithelium planum,12,7,1915,193
101207559,taxithelium,taxithelium planum,6,7,1984,188
700182,taxithelium,taxithelium planum,10,2,1913,41
699790,taxithelium,taxithelium planum,10,3,1911,69
699964,taxithelium,taxithelium planum,7,2,1915,38
700008,taxithelium,taxithelium planum,9,3,1914,68
700012,taxithelium,taxithelium planum,7,3,1914,66
699861,taxithelium,taxithelium planum,10,3,1903,69
700180,taxithelium,taxithelium planum,11,2,1913,42
544028,taxithelium,taxithelium planum,8,4,1904,99
699878,taxithelium,taxithelium planum,1,1,1948,1
699981,taxithelium,taxithelium planum,11,4,1981,101
700113,taxithelium,taxithelium planum,10,9,1902,253
544064,taxithelium,taxithelium planum,1,4,1903,91
699844,taxithelium,taxithelium planum,5,8,1915,217
699970,taxithelium,taxithelium planum,9,3,1908,69
707166,taxithelium,taxithelium planum,6,12,1916,341
699849,taxithelium,taxithelium planum,5,8,1915,217
700065,taxithelium,taxithelium planum,4,3,1906,63
699999,taxithelium,taxithelium planum,2,3,1913,61
700158,taxithelium,taxithelium planum,2,2,1907,33
707154,taxithelium,taxithelium planum,10,3,1957,69
706176,taxithelium,taxithelium planum,10,12,1947,344
1238773,taxithelium,taxithelium planum,3,7,1979,184
1238783,taxithelium,taxithelium planum,7,9,1979,250
700100,taxithelium,taxithelium planum,7,9,1963,250
370541,taxithelium,taxithelium planum,7,11,1998,311
700131,taxithelium,taxithelium planum,10,8,1863,222
700165,taxithelium,taxithelium planum,10,2,1996,41
1238902,taxithelium,taxithelium planum,5,2,1983,36
700041,taxithelium,taxithelium planum,7,2,1900,38
bm001153011,taxithelium,taxithelium planum,12,6,2010,163
699806,taxithelium,taxithelium planum,5,7,1915,186
700059,taxithelium,taxithelium planum,10,7,1911,191
699807,taxithelium,taxithelium planum,5,7,1915,186
699886,taxithelium,taxithelium planum,12,11,1947,316
706172,taxithelium,taxithelium planum,3,1,1948,3
706221,taxithelium,taxithelium planum,10,8,1926,222
699845,taxithelium,taxithelium planum,3,12,1928,338
576731,taxithelium,taxithelium planum,7,11,1997,311
bm001153248,taxithelium,taxithelium planum,12,6,2010,163
90113170,taxithelium,taxithelium planum,4,9,1966,247
152549,taxithelium,taxithelium planum,9,12,1944,344
152384,taxithelium,taxithelium planum,7,4,1914,97
152454,taxithelium,taxithelium planum,11,4,1940,102
71931,taxithelium,taxithelium planum,12,10,2009,285
barcode/01132588,taxithelium,taxithelium planum,7,10,1943,280
143914,taxithelium,taxithelium planum,12,6,2010,163
155321,taxithelium,taxithelium planum,5,3,2011,64
90058770,taxithelium,taxithelium planum,6,7,1997,187
32833,taxithelium,taxithelium planum,11,3,2000,71
48466,taxithelium,taxithelium planum,12,2,2004,43
49280,taxithelium,taxithelium planum,12,1,2004,12
72274,taxithelium,taxithelium planum,4,8,2009,216
2342201,taxithelium,taxithelium planum,10,8,1892,223
canb 661475.1,taxithelium,taxithelium planum,6,9,1989,249
520284,taxithelium,taxithelium planum,8,2,1941,39
699901,taxithelium,taxithelium planum,5,11,1947,309
700192,taxithelium,taxithelium planum,6,7,1983,187
706208,taxithelium,taxithelium planum,4,6,1904,156
706230,taxithelium,taxithelium planum,4,11,1968,309
706234,taxithelium,taxithelium planum,4,11,1968,309
1238760,taxithelium,taxithelium planum,9,12,1986,343
699850,taxithelium,taxithelium planum,10,3,1903,69
576713,taxithelium,taxithelium planum,12,8,1982,224
706220,taxithelium,taxithelium planum,10,3,1903,69
mel 1037048a,taxithelium,taxithelium planum,9,8,1887,221
700094,taxithelium,taxithelium planum,2,4,1985,92
544038,taxithelium,taxithelium planum,10,3,1877,69
tenn/b/0053260,taxithelium,taxithelium planum,8,11,1976,313
2342200,taxithelium,taxithelium planum,9,7,1926,190
699971,taxithelium,taxithelium planum,1,3,1908,61
700058,taxithelium,taxithelium planum,4,3,1906,63
700185,taxithelium,taxithelium planum,5,2,1913,36
706183,taxithelium,taxithelium planum,1,1,1948,1
706187,taxithelium,taxithelium planum,1,1,1948,1
877512,taxithelium,taxithelium planum,10,8,2006,222
700034,taxithelium,taxithelium planum,4,3,1906,63
699854,taxithelium,taxithelium planum,5,4,1982,95
699882,taxithelium,taxithelium planum,2,1,1948,2
1238818,taxithelium,taxithelium planum,8,7,1925,189
1238905,taxithelium,taxithelium planum,2,7,1979,183
1238921,taxithelium,taxithelium planum,10,5,1981,130
100809097,taxithelium,taxithelium planum,12,1,1956,12
90122441,taxithelium,taxithelium planum,1,6,1944,153
154367,taxithelium,taxithelium planum,2,9,1944,246
155284,taxithelium,taxithelium planum,5,3,2011,64
155315,taxithelium,taxithelium planum,5,3,2011,64
700138,taxithelium,taxithelium planum,4,3,1941,63
700150,taxithelium,taxithelium planum,3,10,1894,276
706206,taxithelium,taxithelium planum,12,11,1947,316
679852,taxithelium,taxithelium planum,6,8,1978,218
1238730,taxithelium,taxithelium planum,12,7,1975,193
2515160,taxithelium,taxithelium planum,6,4,2015,96
699801,taxithelium,taxithelium planum,5,7,1915,186
699792,taxithelium,taxithelium planum,6,3,1912,66
699941,taxithelium,taxithelium planum,8,12,1909,342
699944,taxithelium,taxithelium planum,2,12,1980,337
706179,taxithelium,taxithelium planum,12,11,1947,316
706219,taxithelium,taxithelium planum,3,10,1978,276
1238786,taxithelium,taxithelium planum,12,8,1979,224
544074,taxithelium,taxithelium planum,4,10,1910,277
707155,taxithelium,taxithelium planum,12,3,1957,71
1238823,taxithelium,taxithelium planum,10,8,1907,222
699972,taxithelium,taxithelium planum,10,8,1890,222
706245,taxithelium,taxithelium planum,3,3,1981,62
699871,taxithelium,taxithelium planum,12,11,1927,316
699877,taxithelium,taxithelium planum,12,11,1947,316
1238767,taxithelium,taxithelium planum,3,7,1979,184
2444278,taxithelium,taxithelium planum,6,11,2012,311
544047,taxithelium,taxithelium planum,1,3,1937,60
699980,taxithelium,taxithelium planum,8,4,1981,98
1238785,taxithelium,taxithelium planum,3,7,1979,184
1238753,taxithelium,taxithelium planum,8,4,1991,98
699875,taxithelium,taxithelium planum,12,11,1947,316
700204,taxithelium,taxithelium planum,4,2,1913,35
706166,taxithelium,taxithelium planum,10,12,1947,344
706167,taxithelium,taxithelium planum,12,11,1947,316
707197,taxithelium,taxithelium planum,4,10,1910,277
700088,taxithelium,taxithelium planum,7,3,1981,66
700091,taxithelium,taxithelium planum,7,3,1981,66
699937,taxithelium,taxithelium planum,10,3,1913,69
576719,taxithelium,taxithelium planum,7,8,1987,219
700042,taxithelium,taxithelium planum,2,2,1900,33
576726,taxithelium,taxithelium planum,9,9,1994,252
700066,taxithelium,taxithelium planum,10,4,1912,101
700062,taxithelium,taxithelium planum,10,4,1911,100
700056,taxithelium,taxithelium planum,9,2,1899,40
544087,taxithelium,taxithelium planum,6,11,1901,310
544090,taxithelium,taxithelium planum,10,3,1957,69
544044,taxithelium,taxithelium planum,1,3,1937,60
706252,taxithelium,taxithelium planum,3,5,1941,123
1238917,taxithelium,taxithelium planum,4,2,1984,35
mel 2331408a,taxithelium,taxithelium planum,3,7,1985,184
152371,taxithelium,taxithelium planum,0,0,1906,334
152460,taxithelium,taxithelium planum,9,4,1966,99
152527,taxithelium,taxithelium planum,0,1,1907,365
152334,taxithelium,taxithelium planum,2,7,1965,183
152338,taxithelium,taxithelium planum,0,0,1970,334
cbg 9210563.1,taxithelium,taxithelium planum,7,11,1990,311
90041906,taxithelium,taxithelium planum,4,8,1991,216
tenn/b/0073195,taxithelium,taxithelium planum,4,9,1974,247
1238830,taxithelium,taxithelium planum,2,10,1913,275
,taxithelium,taxithelium planum,3,2,1943,34
521351,taxithelium,taxithelium planum,9,7,1959,190
521340,taxithelium,taxithelium planum,4,2,1957,35
143809,taxithelium,taxithelium planum,7,5,1991,127
chrb/b/0005887,taxithelium,taxithelium planum,0,0,1899,334
tenn/b/0073203,taxithelium,taxithelium planum,8,2,1982,39
lsu00172287,taxithelium,taxithelium planum,0,3,1979,59
101148461,taxithelium,taxithelium planum,7,10,2019,280
l  0533362,taxithelium,taxithelium planum,1,5,1990,121
152497,taxithelium,taxithelium planum,9,4,1926,99
152493,taxithelium,taxithelium planum,0,1,1916,365
bm001153197,taxithelium,taxithelium planum,5,3,2011,64
700163,taxithelium,taxithelium planum,5,2,1996,36
700096,taxithelium,taxithelium planum,5,3,1981,64
usf 108998,taxithelium,taxithelium planum,2,1,1971,2
flas b438,taxithelium,taxithelium planum,4,12,1916,339
125519,taxithelium,taxithelium planum,8,2,1974,39
71027,taxithelium,taxithelium planum,10,8,1986,222
ph00133230,taxithelium,taxithelium planum,9,7,1967,190
18483,taxithelium,taxithelium planum,1,2,1992,32
101148188,taxithelium,taxithelium planum,5,1,2019,5
ph00133228,taxithelium,taxithelium planum,4,10,1910,277
yu.234235,taxithelium,taxithelium planum,12,7,1915,193
6487,taxithelium,taxithelium planum,3,10,2010,276
cbg 9307875.1,taxithelium,taxithelium planum,12,7,1966,193
ftg 86580,taxithelium,taxithelium planum,10,12,1988,345
yu.234234,taxithelium,taxithelium planum,4,10,1910,277
118892,taxithelium,taxithelium planum,10,5,1983,130
121795,taxithelium,taxithelium planum,6,6,1982,157
61667,taxithelium,taxithelium planum,3,10,2001,276
77057,taxithelium,taxithelium planum,8,11,2006,312
118782,taxithelium,taxithelium planum,2,5,1983,122
flas b34445,taxithelium,taxithelium planum,3,6,1979,154
102265,taxithelium,taxithelium planum,1,7,1979,182
699798,taxithelium,taxithelium planum,8,3,1915,67
l  0091324,taxithelium,taxithelium planum,2,3,1985,61
70724,taxithelium,taxithelium planum,8,8,1974,220
54465/b,taxithelium,taxithelium planum,9,2,2009,40
700153,taxithelium,taxithelium planum,6,2,1996,37
90231795,taxithelium,taxithelium planum,11,10,2006,284
90231232,taxithelium,taxithelium planum,11,11,1939,315
143853,taxithelium,taxithelium planum,12,5,2010,132
143946,taxithelium,taxithelium planum,12,8,2010,224
144039,taxithelium,taxithelium planum,12,5,2010,132
154366,taxithelium,taxithelium planum,3,3,1982,62
154980,taxithelium,taxithelium planum,5,3,2011,64
155314,taxithelium,taxithelium planum,5,3,2011,64
544081,taxithelium,taxithelium planum,10,12,1901,344
700002,taxithelium,taxithelium planum,11,4,1913,101
700203,taxithelium,taxithelium planum,6,10,1981,279
706190,taxithelium,taxithelium planum,12,11,1947,316
706191,taxithelium,taxithelium planum,10,12,1947,344
canb 628433.1,taxithelium,taxithelium planum,5,9,1994,248
8551,taxithelium,taxithelium planum,11,11,2005,315
45147,taxithelium,taxithelium planum,2,8,2001,214
138190,taxithelium,taxithelium planum,7,3,1974,66
135697,taxithelium,taxithelium planum,1,12,1977,335
90096576,taxithelium,taxithelium planum,3,8,1979,215
90211171,taxithelium,taxithelium planum,5,12,1996,340
90246346,taxithelium,taxithelium planum,3,8,1974,215
18582,taxithelium,taxithelium planum,4,12,1992,339
699810,taxithelium,taxithelium planum,10,9,1936,254
700166,taxithelium,taxithelium planum,10,2,1996,41
706178,taxithelium,taxithelium planum,12,11,1947,316
2248733,taxithelium,taxithelium planum,10,8,1936,223
90097020,taxithelium,taxithelium planum,5,2,1983,36
90101173,taxithelium,taxithelium planum,4,1,1969,4
1238749,taxithelium,taxithelium planum,5,8,1987,217
100475697,taxithelium,taxithelium planum,2,5,1978,122
90115107,taxithelium,taxithelium planum,8,8,1936,221
90080083,taxithelium,taxithelium planum,1,3,1932,61
90115143,taxithelium,taxithelium planum,9,3,1981,68
90076076,taxithelium,taxithelium planum,6,7,1997,187
90054040,taxithelium,taxithelium planum,1,9,1983,244
90249033,taxithelium,taxithelium planum,8,8,2007,220
90115096,taxithelium,taxithelium planum,6,9,1984,250
90059842,taxithelium,taxithelium planum,6,8,1997,218
143873,taxithelium,taxithelium planum,12,5,2010,132
144046,taxithelium,taxithelium planum,12,5,2010,132
144066,taxithelium,taxithelium planum,12,5,2010,132
154993,taxithelium,taxithelium planum,5,3,2011,64
155041,taxithelium,taxithelium planum,5,6,2011,156
196500,taxithelium,taxithelium planum,9,11,2013,313
196946,taxithelium,taxithelium planum,10,2,2012,41
90130934,taxithelium,taxithelium planum,8,8,2002,220
90223599,taxithelium,taxithelium planum,9,10,2006,282
90163061,taxithelium,taxithelium planum,2,10,1992,276
100451750,taxithelium,taxithelium planum,11,10,2011,284
90059854,taxithelium,taxithelium planum,6,9,1997,249
90170719,taxithelium,taxithelium planum,7,9,1967,250
143869,taxithelium,taxithelium planum,12,5,2010,132
100664037,taxithelium,taxithelium planum,10,12,2012,345
90115128,taxithelium,taxithelium planum,4,2,1981,35
90079923,taxithelium,taxithelium planum,8,12,1898,342
90043973,taxithelium,taxithelium planum,12,5,1996,133
100413727,taxithelium,taxithelium planum,4,11,1996,309
90170727,taxithelium,taxithelium planum,8,8,1965,220
90146040,taxithelium,taxithelium planum,7,12,1966,341
100475699,taxithelium,taxithelium planum,2,5,1978,122
90236009,taxithelium,taxithelium planum,7,8,1989,219
790029,taxithelium,taxithelium planum,3,5,1987,123
90097057,taxithelium,taxithelium planum,7,4,1979,97
100457500,taxithelium,taxithelium planum,12,3,2011,71
90030821,taxithelium,taxithelium planum,3,7,1980,185
143918,taxithelium,taxithelium planum,12,6,2010,163
155313,taxithelium,taxithelium planum,5,3,2011,64
18724,taxithelium,taxithelium planum,2,11,1993,306
144047,taxithelium,taxithelium planum,12,5,2010,132
90115189,taxithelium,taxithelium planum,7,8,1924,220
90115104,taxithelium,taxithelium planum,7,11,1976,312
90084787,taxithelium,taxithelium planum,3,1,1978,3
90122457,taxithelium,taxithelium planum,3,2,1943,34
100604071,taxithelium,taxithelium planum,12,7,2012,194
90079430,taxithelium,taxithelium planum,11,12,1995,345
100604070,taxithelium,taxithelium planum,12,7,2012,194
210468,taxithelium,taxithelium planum,11,6,2012,163
100311960,taxithelium,taxithelium planum,5,8,2008,218
100239779,taxithelium,taxithelium planum,12,5,2009,132
100604069,taxithelium,taxithelium planum,12,7,2012,194
90097040,taxithelium,taxithelium planum,8,3,1931,67
90113167,taxithelium,taxithelium planum,4,9,1966,247
mel 2393017a,taxithelium,taxithelium planum,9,9,1979,252
90156087,taxithelium,taxithelium planum,8,6,1972,160
90149218,taxithelium,taxithelium planum,3,9,1914,246
90115086,taxithelium,taxithelium planum,5,1,1990,5
90115088,taxithelium,taxithelium planum,4,1,1954,4
90122577,taxithelium,taxithelium planum,8,6,1992,160
90149231,taxithelium,taxithelium planum,3,1,1915,3
90122506,taxithelium,taxithelium planum,8,8,1992,221
90122470,taxithelium,taxithelium planum,2,10,1944,276
90050671,taxithelium,taxithelium planum,6,4,1997,96
90170725,taxithelium,taxithelium planum,3,7,1957,184
90195619,taxithelium,taxithelium planum,7,8,1998,219
100666773,taxithelium,taxithelium planum,12,5,2012,133
90115118,taxithelium,taxithelium planum,12,6,1980,164
90076105,taxithelium,taxithelium planum,6,10,1997,279
90115134,taxithelium,taxithelium planum,2,3,1916,62
90140080,taxithelium,taxithelium planum,8,8,1827,220
100441948,taxithelium,taxithelium planum,11,10,2011,284
90097041,taxithelium,taxithelium planum,8,3,1931,67
90079910,taxithelium,taxithelium planum,11,5,1977,131
90076112,taxithelium,taxithelium planum,6,10,1997,279
90174961,taxithelium,taxithelium planum,11,2,1980,42
100565444,taxithelium,taxithelium planum,10,12,2012,345
90184057,taxithelium,taxithelium planum,7,9,1967,250
90079433,taxithelium,taxithelium planum,4,8,1991,216
90124585,taxithelium,taxithelium planum,5,2,1983,36
90059853,taxithelium,taxithelium planum,6,8,1997,218
100666774,taxithelium,taxithelium planum,12,6,2012,164
90115090,taxithelium,taxithelium planum,7,10,1984,281
90049057,taxithelium,taxithelium planum,12,6,1996,164
90144426,taxithelium,taxithelium planum,5,8,1982,217
